,0,1
21758,!;?,1
21759,*...(,1
21760,"(^_^),",1
21761,..???!!!!,1
21762,)!!!!',1
21763,$$$!!!!!!!,1
21764,"?!,!",1
21765,好失落，想念功夫饺子,1
21766,(炸两,1
21767,"""!!!!!!!!!!!!!!!!!!!!!!!!!",1
21768,記得以前好似唔覺有,1
21769,專門店，,1
21770,店貌似第一間，,1
21771,店成日都未整好甘。相比起水果店,1
21772,清淨好多，地方都細,1
21773,。門口幾個櫃檯擺放最新型號的手機和智能手錶，還有,1
21774,玩。內裡還有一些配件和平板展示，方便顧客好好體驗自家產品,1
21775,由位於美國東岸、世界首屈一指的城市中興起，,1
21776,這個廣受紐約客喜愛的餐飲品牌，名氣可不亞於許多以國際名廚為名建立起的餐飲帝國。其旗下最廣為人知的高級,1
21777,牛排館,1
21778,，不僅是在美國本土連鎖開設，在許多亞洲首善之區開設的海外分店，更是當地廣為人知、在特殊前提或是慶祝時前往的用餐去處。原本在南加州也有開設的廣富好評的分店，可惜目前已經歇業，而想要品嚐到著名的頂級牛排風味，最近的地方就是來到,1
21779,。位於,1
21780,之內，整體來說用餐環境跟其它新穎的旅館中開設的頂級餐廳相比有些平淡，但仍無法掩蓋其來自於集團經營與長久建立的口碑光芒。二十八天乾式熟成的帶骨紐約克牛排帶有絕佳的風味，強烈推薦。,1
21781,$@*%!,1
21782,开业前路过，都有点期待从国内开到多伦多有何卖点。店内支持微信和支付宝付款，非常方便留学生和国内游客。饮品最快有得饮，玫瑰柠檬梳打的柠檬味不算突出，玫瑰糖味比较重。盐酥鸡等了大概半小时先整好，炸得一点都吾哝，几脆口，粉吾算重，个人觉得吾够香，味道如果稍微重翻,1
21783,(??????).,1
21784,$@?#,1
21785,"@""""$.",1
21786,八宝辣酱,1
21787,熏鱼,1
21788,松鼠黄鱼,1
21789,"(&%^$),",1
21790,ここはひどい、酷すぎる。,1
21791,わけのわからない建物構造、自分の部屋へ帰るのも一苦労。,1
21792,エレベーターがわかりにくいったらありゃしない。,1
21793,パーキングからの距離も悪夢。,1
21794,カジノなのでやむを得ないとはいえ、その間タバコやらその他の何やらの煙で呼吸器のダメージ大。,1
21795,エアコンは爆音を発し、止めれば灼熱。,1
21796,ビューの良い部屋のはずが、見えるのはカジノの屋根の配管ばかり。,1
21797,その屋根には、建物を照らしてさらなる犠牲者を呼び込むための照明が設置されており、あり得ないほど汚れた窓ガラスとあいまって何も見えなくなるのが救いか。,1
21798,そして冷蔵庫すらない。,1
21799,助けて。,1
21800,地獄。,1
21801,$&+,1
21802,来北美生活后吃过的最难吃的日料。,1
21803,不新鲜，,1
21804,感觉像刷锅水，,1
21805,毫无特色。既不像传统日料店（居酒屋性质或者是寿司店性质）也不像美式日料店。总之，即便身边有蒙特利尔朋友推荐，也不要去。真的会后悔。,1
21806,蠻好吃的，有鹹有甜，水果可麗餅讓你吃甜點也吃得很飽，店員很親切.,1
21807,價格也挺便宜，第一次寫評論沒想到有字數限制，這是在寫作文嗎？,1
21808,")@(,(:&%",1
21809,"____!!!""",1
21810,--------------------------------------------------------------------------------------------------------------------------------,1
21811,滿地可楓林茶餐廳,1
21812,考試以後我就從試場走到這裡吃我的晚飯。因為上兩次來的時候都是點了普普通通的烏冬，所以今次我就打算吃點不同的（我當時候肚子也餓）。點了一個普通的烏冬之後，我就加了,1
21813,元變成套餐（我點了沙拉跟章魚燒）。到現在這間的烏冬讓我把這間餐廳弄成我最喜歡烏冬店,1
21814,沙拉是配上我最喜歡的柚子醋，然後章魚燒是新鮮熱辣的送上來，章魚燒上面的木魚還在飄下飄下的呢,1
21815,當我最喜歡吃的東西都可以用超級便宜的價錢吃到的話（而且質素也不錯），真的是令人開心的一件事。我想我以後每次有空的時候都應該會來吃了～,1
21816,"""乾""?",1
21817,@!*%$,1
21818,&@*!%#,1
21819,$*%,1
21820,é!)....,1
21821,不錯吃，便宜，菜色也有多樣選擇......而且不會太過甜，過鹹，上次點餐不曉得這有,1
21822,",想點這個用英文，還跟老闆娘溝通半天，最後她說用中文講就通了～烏龍竟忘了這叫",1
21823,",哈......不過今天去第二次，就駕輕就熟囉，順便跟老闆哈啦哈啦，說我一定會幫他",1
21824,一下,1
21825,(?!?!?!?!?!?!!?!),1
21826,(紫菜),1
21827,?!?!!!??!!!,1
21828,%×÷=,1
21829,(豚角煮),1
21830,@%$#???,1
21831,!!!:):),1
21832,~_^,1
21833,"#*******,",1
21834,:).....),1
21835,).....(,1
21836,わさびタコ芥末章魚,1
21837,生姜サーモン生姜三文魚,1
21838,広い店内、特色別に分かれて見やすく、商品も豊富でした。,1
21839,綺麗で素敵な商品、サイズも豊富です、自分の欲しいサイズが見つからない場合は店員さんがすぐに教えてくれます。,1
21840,大抵ディスプレイされている商品のすぐ下にある引き出しにサイズ別にわかりやすく入れてあります。鍵がかかっていたり、欲しい商品がやはりなかった場合は店員さんを呼びます。,1
21841,(自分で引いて見てね！と店員さんに言われました、棚から勝手にみるのは日本人の私には若干抵抗がありましたが),1
21842,サイズがわからない方は、店員さんにサイズを測ってもらえます！,1
21843,店員さんはどの人も凄く丁寧で感じが良くて、相談しやすかったです。,1
21844,試着もしっかりさせてもらい、納得いく商品が購入できました。,1
21845,?!#!??,1
21846,$.????,1
21847,*]%,1
21848,菜品还不错,1
21849,菜码也很实惠,1
21850,环境很好,1
21851,是我见过匹兹堡最大的中餐馆了,1
21852,菜单菜品跟府河很类似,1
21853,上菜速度也还可以,1
21854,总体来说是还算是不错的,1
21855,给一星的原因是服务态度需要调整一下,1
21856,我们一行人八点半开始用餐,1
21857,餐厅九点半关门,1
21858,我们吃到,1
21859,分已经吃得差不多准备走了,1
21860,我们也是想快些吃,1
21861,不想耽误餐厅员工下班,1
21862,但是服务员频繁过来看我们吃没吃完,1
21863,提前过来收盘子真的很影响就餐心情,1
21864,我能理解服务员想按时下班的心情,1
21865,但是我在匹兹堡其他餐馆吃饭,1
21866,就算在关门前十分钟开始入座就餐,1
21867,服务员也会一直耐心等到用餐结束,1
21868,而不会频繁地过来收盘子,1
21869,在旁边一直看着我们等着擦桌子,1
21870,这次小费依然给的,1
21871,但以后应该不会再来光顾了,1
21872,希望能提高服务员基本素质,1
21873,!)--*,1
21874,?)--*,1
21875,?:(((,1
21876,$%@.,1
21877,.}]),1
21878,(!?!?!?!),1
21879,*@&#^@#,1
21880,"$&@""/;&",1
21881,.....@#$!,1
21882,$%&*****,1
21883,!!!__*******************,1
21884,安くておいしくて有名だというので、トライしてみました。お店の外見は不思議なお肉が吊るされていて不思議な感じだけど（笑）店内は綺麗で明るくクリーンな雰囲気でした。夜１０時くらいに行ったら結構混んでた。メニューが豊富すぎて迷ったけど、友達に勧められてワンタンのヌードルにしました。エビ入りの大きなワンタンが４個くらい入って、スープはあっさりで美味しかった！麺が細くてあまり歯応えがないので、日本人好みではないかもしれない...でも、こっちのチャイニーズレストランで食べる麺はだいたいこれです。とにかく、安いのに十分美味しいし、他のメニューも試したいのでまた行きます！,1
21885,@$#!,1
21886,煎堆),1
21887,")____""",1
21888,"}],",1
21889,+++++!!!!!!!,1
21890,.---(,1
21891,!?'),1
21892,"è),",1
21893,#€%+,1
21894,昨天和女兒首次到這裏來，看見有中文字的菜單，感覺好親切，中英文清清楚楚的介紹每一款食品用什麽材料。叫了餃子山西刀削麵和蘭州拉麵，味道很不錯，牛肉鬆軟濃郁，麵是師傅自己做的，坐在椅子上都可看到。熱茶一元用茶包泡的好大杯，茉莉花茶好清香，收費合理。期待下次要試試蒙古牛肉餅和其他的招牌拉麵,1
21895,$#$#,1
21896,:$).,1
21897,"!"")!",1
21898,@&*$.,1
21899,!#!#!!?!??,1
21900,?&$!,1
21901,$????!,1
21902,...:-)),1
21903,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
21904,.////,1
21905,ミラージュホテルの中にあるデリ。他の方の写真にもあるとおり本当はもの凄く背の高いパストラミサンドイッチが名物なのですが、見た目からしてあまりに大きくて食べたことがありません。大抵はチーズケーキとコーヒーをオーダーします。,1
21906,まず、カウンターでオーダーして支払いを済ませてから（テイクアウトも可）に着くと、ドリンクやフードを持ってきてくれます。チーズケーキに関して言えば可もなく不可もなくいわゆるアメリカンな味です。かなりしっかりしているので食事の前にうっかり食べてしまうとこれだけでお腹いっぱいになってしまうかもしれません。,1
21907,時間営業なので深夜にお腹が空いたときに重宝します。,1
21908,追記】,1
21909,パストラミサンドイッチを食べました。写真もアップしましたがこれだけで,1
21910,ドル台です。ただ、特別高いかというとラスベガスの今の標準的価格帯でしょう。かなりしっかりとパストラミが入っています。というか、他には何も入っていなくてパストラミだけ。名前に偽りなしです。これだけでかなりお腹いっぱいになります。最初から半分に切って出てくるので半分は持ち帰ったり、人とわけるのもありだと思います。,1
21911,クラムチャウダーとベジサンドイッチをオーダー。クラムチャウダーがとにかくしょっぱい！大外れでした。ベジサンドはドレッシングの酸味がちょうどよく、おいしく食べました。,1
21912,附近，坐,1
21913,巴士往,1
21914,方向就会见到，刚好有个巴士站，所以无开车都可以方便到达，呢间,1
21915,人不多，店内地方大，不少宝贝都可以淘宝到，大牌产品都不少，不逊色于,1
21916,.米以为得一个门口，其实后门的大门口停车位好多好大，行完,1
21917,还可以去埋隔离马路的,1
21918,添,1
21919,#$&%!,1
21920,!?!?.....,1
21921,!!!!!!!!!!!!!?????,1
21922,无意路上经过，先知原来,1
21923,有间甘大的,1
21924,",真系好啦！看门口好似普通甘，进店后落几级楼梯，入面原来好大，不同类别分类好晒。而且人不多，慢慢看慢慢选，逛得舒服，分分钟会淘到宝",1
21925,。下次得闲又去逛下先,1
21926,(+)!,1
21927,位於美術館附近的一間餐廳。味道不錯，服務也挺好，性價比挺高。推薦。喜歡海鮮意粉，牛肉也還可以，對那裡的青口和小羊羔挺感興趣。期待下次的嘗試。,1
21928,!!?!!??,1
21929,賽螃蟹,1
21930,東坡肉,1
21931,%^#*&,1
21932,店内は気軽に入れる感じ。年齢層もバラバラ、店員さんも凄く陽気な人です！！,1
21933,牡蠣が食べたくてこのお店にしましたが、牡蠣のガーリック焼きを注文。,1
21934,とりあえず六個にしといて正解。,1
21935,ガーリックの効きも少しだし、味付けがいまいちでした。牡蠣が小ぶりなので、焼いちゃうと更に小さくて残念,1
21936,生牡蠣も注文し、こちらは,1
21937,個で。,1
21938,レモンをかけてさっぱり頂きました。,1
21939,少し身は大きいものの、やはり日本と比べるととても小さく濃厚さにかけます。,1
21940,牡蠣が大好きな人で結構色々食べ歩いてる人にはお薦め出来ないかな。ただ、アメリカでも牡蠣が食べれる有りがたさは嬉しい,1
21941,別でクラムチャウダーを頼んだけど、これが本当に美味しすぎて、これだけ飲みに通いたいぐらい個人的にはヒットしました！！又ベガスに行ったら飲みたいです～,1
21942,アメリカのファーストフードにも飽きてきましたので,1
21943,出かけていきました。,1
21944,ランチで１０００円以下で食べられるところを探していたら,1
21945,この,1
21946,のサイトで評判が良い当店に決めました。,1
21947,店内は明るく店員さんのサービスも日本同様に丁寧です。,1
21948,肝心の料理はというと「,1
21949,」を頼んだのですが,1
21950,おいしかったです。,1
21951,質の悪いカレーを食べると胃もたれがする,1
21952,胃弱の私ですがそういったこともありませんでした。,1
21953,ただ街の中心部から離れていますので車は必須ですね。,1
21954,日本人の方が経営していますので安心して食べられる,1
21955,日本食のお店だと思います。超～オススメです。,1
21956,这家餐厅简直了我去，千万字都无法形容我的失望心情，吃遍美国各个广东餐厅这家简直太,1
21957,了！,1
21958,首先，我们来讲食物，前菜上得菊普茶，什么鬼,1
21959,尝起来简直像是别人剩下来的，而且一点儿也不地道，明明就是茶末儿，还有油条忒腻！肠粉儿一点味儿都没有只能自己加料儿，奶黄包一点也不新鲜，吃起来特别的蔫儿！豆浆那么一大杯要糖给糖浆！我要糖啊，谁特么要糖浆！你这堂堂大餐厅连糖都没有！粥，皮蛋瘦肉粥！这皮蛋一点也不新鲜，要起来跟橡皮一样！这粥尝起来跟白水似得，想吐！,1
21960,其次！服务！信不信我能写出长篇小说来投诉这家恶劣的服务态度！广东人大嗓子简直了，瞬间感觉耳朵被强奸的感觉，一桌,1
21961,"人少三个盘子，等了半天没人拿，只有送餐过来的人，跟她要盘子，人来句""要那么多盘子干嘛，没看我在忙吗？""我特么的，那你倒是来个人啊！然后要个豆浆也是，老太太过来""（广东口音）咝，哎呀，烫死啦烫死啦，哎呀，咝，烫死啦！""",1
21962,那怪谁？你自己不用盘子端，用手拿,1
21963,"还叫得那么大声，搞得我们不应该点似的。要一道青菜等了半天还没送（在单子上签了的）结果人来句""你们没点啊",1
21964,"问要什么才没人理我""",1
21965,尼玛,1
21966,你是聋子还是智障？中文听不懂？,1
21967,真是的看到这条的人，就别来这家餐厅吃了，食物不仅一般,1
21968,服务差,1
21969,而且环境还脏吵！,1
21970,的西南角，以前系新旺角，宜家系帝豪名宴，痴住华人商场。大厅好大，会有少少嘈。环境唔算华丽，出品味道一般般，价钱中等，还有延续点心车的出现，呢样我中意。服务还算,1
21971,",加水或收碟都几快，服务员唔会扮听唔到看唔到。近酒楼的车位周末肯定爆",1
21972,，需要停远少少,1
21973,ù:,1
21974,*&^#@#,1
21975,#*~,1
21976,÷!!,1
21977,=_=.........,1
21978,.....:-/,1
21979,麪包新鮮，牛排更好吃，服務更是超级棒！高品質的食物，高级享受的美好餐廳！,1
21980,我們享受了美妙的晚餐，晚上的燈光和外面的夜景，真的是美極了！,1
21981,\!!!,1
21982,ū.,1
21983,~(!!!).,1
21984,(:-\),1
21985,!!!!)......,1
21986,).`,1
21987,=|),1
21988,~~~).,1
21989,我从三年前搬来多伦多就一直来麻辣烫吃饭,1
21990,没有任何问题或者失望,1
21991,但是今天我来吃饭,1
21992,点了辣子鸡麻辣香锅土豆丝还有炒饭,1
21993,加起来税前,1
21994,税后,1
21995,上说可以,1
21996,我问服务员能打折吗,1
21997,她说,1
21998,不行,1
21999,我真就偶然看到这个折扣,1
22000,哎,1
22001,对服务还挺失望的,1
22002,不如老板把这个,1
22003,上优惠撤了吧......,1
22004,^&*#,1
22005,---*,1
22006,$$$$!!!!,1
22007,",,.,,,",1
22008,!$$$$$),1
22009,",)--",1
22010,=-=-=-=-=-=-=-=-=-=,1
22011,$$&@,1
22012,".................................""""",1
22013,.........@&,1
22014,"$""!&@@-;$",1
22015,@.....,1
22016,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,1
22017,"(!!?),",1
22018,":""{",1
22019,}..,1
22020,"""...=)",1
22021,(蒙古牛肉餡餅),1
22022,(山西刀削麵),1
22023,(刀削麵).,1
22024,********:,1
22025,";/,",1
22026,-(&,1
22027,意外发现有这么便宜的酒店，本以为会不是很好，幸好超出我们的想象，里面冰箱，微波炉，熨斗，吹风机就如酒店一样的设施。真的不像,1
22028,啊！最好玩有泳池。,1
22029,才$,1
22030,，还包括早餐。,1
22031,')....,1
22032,@',1
22033,",,,,,,,,,!",1
22034,%^&.,1
22035,:'''(,1
22036,?!**,1
22037,!***************,1
22038,'&*^,1
22039,$&;!,1
22040,-??),1
22041,"¯\_(ツ)_/¯,",1
22042,カフェラテをオーダー。あまりの美味しさに感激しました！こちらにきてまだ、２ヶ月ほどですが、美味しいラテに出会えなく、探し求めてました。本当にオススメです^_^,1
22043,ラテだけのつもりが、おやつもオーダーしちゃいました,1
22044,...';,1
22045,......:(,1
22046,カレーほしいぃぃ！！,1
22047,....??!,1
22048,...........................$,1
22049,........................$,1
22050,".""!!!!!",1
22051,誰もが美味しいとレビューしてたお肉が食べたくて訪問しました。,1
22052,それはボーン,1
22053,イン,1
22054,リブ,1
22055,アイ,1
22056,ステーキ！！,1
22057,お店の方もそれが,1
22058,番お勧めだとのこと,1
22059,そちらをミディアムレアにてオーダー,1
22060,はオイスター！,1
22061,はロブスターのスープ。,1
22062,前のお店でビールは飲んできたので最初から赤ワインをボトルでお願いしました。,1
22063,さすがステーキハウスだけあって、種類も豊富ですね,1
22064,は小ぶりで、濃厚な味わい。,1
22065,カクテルソースとホースラディッシュが良く合いますね〜。,1
22066,もこれまた濃厚でとっても美味しい。,1
22067,これは絶対に頼むべき逸品だと思われます！,1
22068,ステーキのサイドディッシュは,1
22069,マッシュルームにしました。,1
22070,どどーーーんっとどでかいお肉様と一緒にマッシュルームも,1
22071,かなり大きいです,1
22072,びっくりしました〜(°°)！！！,1
22073,早速、カットしてみました。,1
22074,切りごたえがありますね〜,1
22075,さてさて、そのお味は...,1
22076,とってもジューシー！！,1
22077,肉にくしく、ある程度脂もあって柔らかい,1
22078,これに私はホースラディッシュが合うと思い店員さんにお願いしたところ、普通のとクリームペーストのホースラディッシュも持ってきて下さいました。,1
22079,これがまためちゃめちゃマッチして本当に美味しかったです。,1
22080,かなりのボリュームがありましたが私はペロリと平らげてしまいました,1
22081,とっても美味しかったです。,1
22082,ご馳走様でした。,1
22083,???..........,1
22084,.**..?,1
22085,@)(#$*)(@$)#(,1
22086,!!!!!!!!!!!!!!!!),1
22087,ō-,1
22088,鑊氣.,1
22089,.​​​,1
22090,")..."".",1
22091,":-),,",1
22092,周二已经预约不上周六晚餐了,1
22093,提前,1
22094,分钟到店里拿到了,1
22095,的位置,1
22096,但是五人坐四人桌有点挤,1
22097,四人的套餐,1
22098,加了两份面食,1
22099,一份菜,1
22100,桌子不够放的,1
22101,分量还是很足的,1
22102,人均,1
22103,"?""..(",1
22104,凉菜,1
22105,^.^',1
22106,!!!!)!!,1
22107,......**,1
22108,!:)!,1
22109,ピオリアで訪れる定番レストラン。味も日本人に合うと思います。麻婆豆腐はアジアで食べるものとは別の料理と思ってください。ブロッコリー揚げ豆腐。でも味は美味しいです！,1
22110,干煸.,1
22111,.^_^.,1
22112,(粗炒).,1
22113,~?!.....,1
22114,"""~!",1
22115,もん蔵,1
22116,もん太,1
22117,:-((....,1
22118,..........($,1
22119,ショウロンポウだけ持ち帰りました。,1
22120,出てくるまでに,1
22121,分かかりましたが、とてもおいしかったです。,1
22122,スープもあつあつで持ち帰りなのに火傷しそうなくらいでした。また食べたい,1
22123,店員さんに日本人の方がいました。,1
22124,現金のみですので注意が必要です。,1
22125,また、米ドルも使えますが、レートは損しますので、ご注意を。,1
22126,美味しいご飯が食べれました！,1
22127,高すぎず安すぎずな感じです！でも辛いのが苦手な人は少し辛過ぎて食べれないかもしれないです。,1
22128,私は辛いのが大好きなので食べられました！,1
22129,店員さんが席に来た時はとても優しいのですが追加オーダーしたい時や呼びたい時はあまり来てくれませんでした...,1
22130,でも、遅くまで開いているしまたいきます！,1
22131,(??/,1
22132,好喜歡這間印度自助餐廳，而且很靠近我家，食物好吃衛生，環境舒適安静，老板很友善的問您意見。我們三個人去吃午餐，全都愛上了它，期待着下次全家一起去吃個痛快,1
22133,@#&.,1
22134,"(+++++),",1
22135,(.)(.),1
22136,...???!.,1
22137,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,1
22138,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,1
22139,```````````````````````````````````````````````````````````````````````````````````````````````````````````````````````````````,1
22140,...:(-,1
22141,"?!!!!),",1
22142,++++++++++!,1
22143,"(蝦肠),",1
22144,台湾菜，推荐三杯鸡，也很喜欢这家的甜品，尤其烤冰淇淋棉花糖，吃了到现在还时常会想起不过店里面经常人很多，有时候有点吵，夏天空调非常冷，洗手间也不是很整洁的那种，不过偶尔去解解馋还是不错的。,1
22145,"$#!+,",1
22146,手工超级棒！,1
22147,!!!!!!?!?!?!,1
22148,!@!!!!,1
22149,¡.,1
22150,¾),1
22151,*****!'',1
22152,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,1
22153,*&%.,1
22154,†***************,1
22155,ı',1
22156,!?????),1
22157,#老碗,1
22158,"""$#!",1
22159,***********',1
22160,"+.....,",1
22161,#-_,1
22162,(;',1
22163,:::).,1
22164,|=-),1
22165,$%$#,1
22166,¿??,1
22167,&*^%^&,1
22168,---------------+------------------,1
22169,‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍,1
22170,"?""""...",1
22171,".....,,,,,,,,",1
22172,"上,想吃道地韓國菜就來這邊吃！",1
22173,"!"""")",1
22174,由於我們原本想去的中菜廳今天沒有開，我們只好邊走邊討論我們應該改吃什麼；走著走著我的朋友就提議來這餐廳用膳，看到是拉麵店的我想就沒想就進去了。一看看餐牌，菜單上所有的價錢都比作為留學生的我想像中貴好多，那我只好硬著頭皮叫了一個比較便宜的拉麵－,1
22175,。（但當我回家後翻看網頁才發現原來這間分店是比其他分店的貴一點！！）說實話我覺得拉麵的質數不太值得我付的價錢，因為雖然那個豚骨湯底是幾濃郁，但是我覺得湯底沒有什麼的味道；但是我比較滿意的是幸好這拉麵裡面的豚肉是屬於厚切的，否則我早就會給負評了！）：吃完飯後，我跟我的朋友就叫了一份雪糕麻糬（選了抹茶跟芝麻味）。整餐中午飯我喜愛的是這餐廳的抹茶雪糕麻糬！不但抹茶味非常香濃，而且麻糬的皮也很薄，簡直是不得了！最後令我留下印象的是餐廳的服務員很輕切，而且非常友善，即使不是幫我們點菜的服務員也知道我們把雪糕麻糬留在最尾才上桌，我真的很滿意這種服務態度。,1
22176,)(*****),1
22177,",}",1
22178,'@,1
22179,内，门面看落去好旧好普通甘，进店后发觉地方都几大，除了新鲜蔬菜水果外，还售卖芝士类、豆类果仁和其他副食产品，还有少许零食等。环境比较暗，摆设简单。但因为产品质素不错，还是有不少本地西人过来选购。,1
22180,?!?@!,1
22181,@#$%!!,1
22182,"難食,",1
22183,嘢又唔熱,1
22184,因為學校考試的場地剛好跟這間餐廳位於同一條街，所以考完試之後我就光臨這間餐廳吃晚飯，那樣我會到宿舍就不用煮飯了嘛（當時已經七點多了）～這次跟上次一樣我都只是點了最基本的烏冬，但是跟上次不一樣的就是這次點菜後不用一分鐘服務員就把我點的烏冬送到我面前,1
22185,真的很快呢。。可能因為天氣已經開始轉冷，所以今次送上的烏冬也暖呼呼的，非常好吃；另外烏冬的口感卻沒有因為熱湯而變軟，很的滿意呢^,1
22186,@#$%$,1
22187,..........:)))))))))),1
22188,"""(*",1
22189,@$%^$%^,1
22190,×××,1
22191,$$$*-,1
22192,^^%$#@!,1
22193,$&}%€**£¥?,1
22194,)(*&),1
22195,+++++;,1
22196,"""&@&!/'£€]""",1
22197,?!#$,1
22198,;-).....,1
22199,.?.?.?.?,1
22200,":/,,",1
22201,'!!!#,1
22202,@?:(/$,1
22203,****??,1
22204,(%$#&!).,1
22205,[[[[[[,1
22206,?]]]]]],1
22207,エプロンをして、手づかみで蟹や海老などを食べるので、イベント的な楽しさがあります。,1
22208,ケイジャンがとっても美味しいです。,1
22209,辛さは私的にはマイルドで十分ピリ辛でした。,1
22210,生牡蠣も新鮮でオススメです。,1
22211,...)?...,1
22212,..))),1
22213,-________-.,1
22214,估不到系度都吃到，位于,1
22215,分店，闲日晚上去非常少人，接近包场甘，坐得几舒服。选择品种除了面食还有饭同部分少是。辣度、麻度都可选。少麻少辣唔错，肥肠面的肥肠够霖够入味，面的软硬度适中，仲有得免费加面。,1
22216,¡!!;),1
22217,家から最寄りで食べに行けるベトナム料理(フュージョンぽいけど),1
22218,うどん、蕎麦、ラーメン、どんな麺でもいいからスープに浸かったものが食べたいのにこの辺ではなかなか見つかりません。なので,1
22219,が食べれるこのお店はなかなか便利です。持ち帰る時は、ちゃんと麺とスープを別容器に入れてくれます。,1
22220,頂きます!,1
22221,.-?),1
22222,?==,1
22223,//????,1
22224,!!!‍‍‍‍,1
22225,",蛋挞、叉烧酥非常正。萝卜丝是别家没有的。叉烧肠粉比鲜虾的要好吃些。炸麻团个头较小。口味还可以",1
22226,开左好耐了，那时,1
22227,负二层还未有分店。自从,1
22228,开左后，地方比呢间大，自然离呢间的人少左。加上真系唔系大，一共有两层，地下系饰物，鞋类和当季主打服装。二楼是特价区和运动系列。无,1
22229,和男装区。但系因为人无甘多，所以都会有机会稳到,1
22230,笋野架,1
22231,呢間泰國嘢係黑店，所有咖喱甜到痴線，價錢又貴。四個人去食竟然收派對服務費,1
22232,"嬲爆,又唔好食。溫馨提示：千祈唔好去食呢度。",1
22233,)..@$,1
22234,由於要趕文的關係，我跟我的室友就轉個環境到圖書館裡面搏殺。在,1
22235,關門前的幾分鐘，我們倆就衝到裡面買了一杯能夠陪伴我們度過這個寂寞的晚上的飲料----無糖少冰,1
22236,。希望這杯酸酸的飲料能夠讓我提提神不要讓我睡著吧。另外因為剛剛的星期天都在同一間的,1
22237,光顧過，所以點餐的時候對於店員能夠認出我感到非常高興每天那麼多學生光顧沒想到他還能夠認出我,1
22238,"(年糕,",1
22239,不会做生意就别开店，丢中国人的脸！祝早日关门大吉！！,1
22240,++++).,1
22241,(!!!!!!!!!!!!).,1
22242,!®,1
22243,÷%¥*,1
22244,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
22245,@&$!,1
22246,***/*****,1
22247,$$$!).,1
22248,"?!""...&",1
22249,*&%!!!,1
22250,"^^^^,",1
22251,]^,1
22252,"$$$??!!),",1
22253,(齋鹵味).,1
22254,さいていなさーびす,1
22255,&$?@@$#,1
22256,おいしいです!,1
22257,"!""))",1
22258,"*****"")",1
22259,呢间西式连锁西餐店成日经过，最近朋友约吃，发现分店少了好多，可能经济唔好吧。去左最近的分店，离,1
22260,出口好近。工作日晚唔爆场，因为有每日特价美食，所以都叫做有,1
22261,人气。特价牛扒餐唔算贵，牛扒好厚身，所以叫,1
22262,",不过上菜时觉得稍微熟左少少，肉唔鞋都唔韧，叫做合格",1
22263,流沙包，,1
22264,海鮮腸粉，,1
22265,菜苗餃，,1
22266,牛筋.,1
22267,=??????,1
22268,だいふく.,1
22269,凉皮!,1
22270,(((#,1
22271,这家店的老板一进来时候一直跟我们说隔壁不好吃。跟我们推荐招牌菜时候，如果不好吃可以退，他们店里的酸菜鱼非常腥，最后他不仅没有退掉这道菜而且还说是我们不会吃。非常不真诚，不好吃的一家店。中国人，别来。看你是游客所以特别失望。,1
22272,')',1
22273,..~,1
22274,美味しかった、ちょ大好き,1
22275,鳥かつカレー、チーズ、二からお願いします。。。,1
22276,日本語すごい！,1
22277,有冇搞錯!!!,1
22278,#*€%*.,1
22279,^_^'!,1
22280,-----....,1
22281,"?!?!?!"".",1
22282,#):,1
22283,************************************************************************************************,1
22284,?@,1
22285,!!!.-,1
22286,%????????,1
22287,¥%£%€#,1
22288,!!!???!!!!???,1
22289,好吃，建議如果想吃吃看可以單點蝦子跟玉米，如果很餓再點套餐裡有熱狗片、馬鈴薯、玉米、蝦、蟹、小龍蝦肉很少～,1
22290,コスパ最高、味最高！,1
22291,いつも新鮮なサラダは必ず一口目に食べます！,1
22292,いつもラムを注文しますが、ミディアムレアで注文しても、オーバークックでくるのでそこだけ残念ですが、本当においしいですし、ボリュームがすごいです。,1
22293,!!!***********************************,1
22294,超好吃！,1
22295,值高！！,1
22296,!!!!!!****,1
22297,(??!),1
22298,一间卖设计感产品十足的精品店，系,1
22299,里面来讲，算系间几大的店。店铺分几部分，文具家品类系一个区，儿童用品、玩具和劳作用品一个区，厨用产品和设计师特色设计品在另外一边。全店有,1
22300,个入口。好多好得意的产品真系可以让你花好多时间慢慢研究、欣赏。增加购买欲,1
22301,难度,1
22302,!!!!!!:(,1
22303,孜然羊肉全是肥肉,1
22304,菜生菜$,1
22305,菜,1
22306,过桥米线.,1
22307,..............:,1
22308,......................................................:,1
22309,"',(",1
22310,!?!?!???,1
22311,)/):$:$:,1
22312,"~...""",1
22313,û!?,1
22314,$$^,1
22315,!!^^,1
